# Retail fuel prices, calendar-year averages (INR/litre; CNG INR/kg), state-capital pump prices.
HP,2023,Petrol,96.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HP,2024,Petrol,95.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HP,2025,Petrol,94.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HP,2026,Petrol,94.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
HP,2017,Diesel,55.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HP,2018,Diesel,65.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HP,2019,Diesel,63.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HP,2020,Diesel,67.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HP,2021,Diesel,86.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HP,2022,Diesel,90.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HP,2023,Diesel,89.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HP,2024,Diesel,87.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HP,2025,Diesel,87.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HP,2026,Diesel,87.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
HR,2017,Petrol,64.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2018,Petrol,71.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2019,Petrol,68.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2020,Petrol,73.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2021,Petrol,93.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2022,Petrol,98.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2023,Petrol,96.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2024,Petrol,94.5,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2025,Petrol,94.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2026,Petrol,94.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
HR,2017,Diesel,54.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2018,Diesel,64.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2019,Diesel,62.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2020,Diesel,68.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2021,Diesel,86.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2022,Diesel,85.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2023,Diesel,84.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2024,Diesel,83.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2025,Diesel,82.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2026,Diesel,82.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
HR,2020,CNG,53.6,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series,approximate
HR,2021,CNG,60.6,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series,approximate
HR,2022,CNG,81.0,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series,approximate
HR,2023,CNG,82.5,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series,approximate
HR,2024,CNG,81.1,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series,approximate
HR,2025,CNG,81.7,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series,approximate
HR,2026,CNG,82.0,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series (partial year),approximate
JH,2017,Petrol,67.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JH,2018,Petrol,74.5,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JH,2019,Petrol,70.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JH,2020,Petrol,73.9,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JH,2021,Petrol,93.9,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JH,2022,Petrol,101.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JH,2023,Petrol,100.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JH,2024,Petrol,98.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JH,2025,Petrol,98.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JH,2026,Petrol,98.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
JH,2017,Diesel,58.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JH,2018,Diesel,68.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JH,2019,Diesel,66.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JH,2020,Diesel,73.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JH,2021,Diesel,91.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JH,2022,Diesel,95.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JH,2023,Diesel,94.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JH,2024,Diesel,93.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JH,2025,Diesel,92.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JH,2026,Diesel,92.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
JK,2017,Petrol,72.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JK,2018,Petrol,80.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JK,2019,Petrol,76.5,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JK,2020,Petrol,79.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JK,2021,Petrol,99.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JK,2022,Petrol,103.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JK,2023,Petrol,101.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JK,2024,Petrol,99.9,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JK,2025,Petrol,99.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JK,2026,Petrol,99.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
JK,2017,Diesel,58.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JK,2018,Diesel,68.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JK,2019,Diesel,66.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JK,2020,Diesel,72.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JK,2021,Diesel,90.5,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JK,2022,Diesel,87.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JK,2023,Diesel,86.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JK,2024,Diesel,85.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JK,2025,Diesel,84.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
JK,2026,Diesel,84.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
KA,2017,Petrol,70.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KA,2018,Petrol,78.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KA,2019,Petrol,74.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KA,2020,Petrol,79.5,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KA,2021,Petrol,99.5,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KA,2022,Petrol,106.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KA,2023,Petrol,104.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KA,2024,Petrol,103.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KA,2025,Petrol,102.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KA,2026,Petrol,102.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
KA,2017,Diesel,59.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KA,2018,Diesel,69.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KA,2019,Diesel,67.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KA,2020,Diesel,73.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KA,2021,Diesel,91.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KA,2022,Diesel,91.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KA,2023,Diesel,90.9,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KA,2024,Diesel,89.5,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KA,2025,Diesel,88.9,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KA,2026,Diesel,88.9,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
KA,2017,CNG,51.2,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series,approximate
KA,2018,CNG,55.2,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series,approximate
KA,2019,CNG,58.2,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series,approximate
KA,2020,CNG,50.8,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series,approximate
KA,2021,CNG,57.8,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series,approximate
KA,2022,CNG,80.9,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series,approximate
KA,2023,CNG,82.4,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series,approximate
KA,2024,CNG,81.0,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series,approximate
KA,2025,CNG,81.6,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series,approximate
KA,2026,CNG,81.9,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series (partial year),approximate
KL,2017,Petrol,71.5,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KL,2018,Petrol,78.9,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KL,2019,Petrol,75.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KL,2020,Petrol,78.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KL,2021,Petrol,98.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KL,2022,Petrol,111.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KL,2023,Petrol,109.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KL,2024,Petrol,107.5,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KL,2025,Petrol,107.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KL,2026,Petrol,107.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
KL,2017,Diesel,62.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KL,2018,Diesel,72.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KL,2019,Diesel,70.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KL,2020,Diesel,74.5,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KL,2021,Diesel,93.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KL,2022,Diesel,99.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KL,2023,Diesel,98.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KL,2024,Diesel,96.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KL,2025,Diesel,96.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
KL,2026,Diesel,96.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
MH,2017,Petrol,73.9,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MH,2018,Petrol,81.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MH,2019,Petrol,77.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MH,2020,Petrol,82.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MH,2021,Petrol,102.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MH,2022,Petrol,107.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MH,2023,Petrol,105.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MH,2024,Petrol,103.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MH,2025,Petrol,103.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MH,2026,Petrol,103.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
MH,2017,Diesel,60.5,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MH,2018,Diesel,70.5,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MH,2019,Diesel,68.5,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MH,2020,Diesel,75.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MH,2021,Diesel,94.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MH,2022,Diesel,92.9,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MH,2023,Diesel,92.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MH,2024,Diesel,90.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MH,2025,Diesel,90.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MH,2026,Diesel,90.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
MH,2017,CNG,43.9,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series,approximate
MH,2018,CNG,47.9,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series,approximate
MH,2019,CNG,50.9,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series,approximate
MH,2020,CNG,48.2,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series,approximate
MH,2021,CNG,55.2,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series,approximate
MH,2022,CNG,74.4,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series,approximate
MH,2023,CNG,75.9,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series,approximate
MH,2024,CNG,74.5,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series,approximate
MH,2025,CNG,75.1,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series,approximate
MH,2026,CNG,75.4,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series (partial year),approximate
ML,2022,Petrol,99.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
ML,2023,Petrol,98.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
ML,2024,Petrol,96.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
ML,2025,Petrol,96.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
ML,2026,Petrol,96.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
ML,2022,Diesel,90.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
ML,2023,Diesel,89.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
ML,2024,Diesel,88.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
ML,2025,Diesel,87.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
ML,2026,Diesel,87.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
MN,2022,Petrol,102.9,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MN,2023,Petrol,101.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MN,2024,Petrol,99.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MN,2025,Petrol,99.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MN,2026,Petrol,99.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
MN,2022,Diesel,88.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MN,2023,Diesel,87.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MN,2024,Diesel,85.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MN,2025,Diesel,85.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MN,2026,Diesel,85.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
MP,2017,Petrol,71.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MP,2018,Petrol,78.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MP,2019,Petrol,75.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MP,2020,Petrol,84.5,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MP,2021,Petrol,104.5,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MP,2022,Petrol,110.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MP,2023,Petrol,108.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MP,2024,Petrol,106.5,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MP,2025,Petrol,106.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MP,2026,Petrol,106.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
MP,2017,Diesel,58.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MP,2018,Diesel,68.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MP,2019,Diesel,66.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MP,2020,Diesel,76.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MP,2021,Diesel,95.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MP,2022,Diesel,94.5,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MP,2023,Diesel,93.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MP,2024,Diesel,92.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MP,2025,Diesel,91.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MP,2026,Diesel,91.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
MP,2020,CNG,63.3,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series,approximate
MP,2021,CNG,70.3,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series,approximate
MP,2022,CNG,90.4,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series,approximate
MP,2023,CNG,91.9,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series,approximate
MP,2024,CNG,90.5,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series,approximate
MP,2025,CNG,91.1,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series,approximate
MP,2026,CNG,91.4,City-gas CNG snapshots 2019/2021/2024 differential on Delhi series (partial year),approximate
MZ,2022,Petrol,102.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MZ,2023,Petrol,101.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MZ,2024,Petrol,99.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MZ,2025,Petrol,99.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MZ,2026,Petrol,99.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
MZ,2022,Diesel,90.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MZ,2023,Diesel,89.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MZ,2024,Diesel,88.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MZ,2025,Diesel,87.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
MZ,2026,Diesel,87.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
NL,2022,Petrol,101.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
NL,2023,Petrol,99.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
NL,2024,Petrol,97.9,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
NL,2025,Petrol,97.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
